"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,17.75696,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,18.0219,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,18.0854,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,17.65305,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,16.97157,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,17.33501,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,17.61836,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,17.31046,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,17.09359,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,17.68788,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,18.15215,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,17.7419,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,17.50191,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,17.40993,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,17.55354,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,17.07313,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,16.80799,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,17.08698,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,17.45832,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,17.07705,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,16.90386,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,16.70522,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,16.86431,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,16.86537,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,16.62564,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,19.09758,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,18.11931,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,16.55702,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,16.2636,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,16.29514,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,17.66742,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,16.81898,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,16.20359,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,15.81531,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,16.28507,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,15.81215,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,15.56885,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,15.66648,,
"AUS","Australia","LRIN64MA","Inactivity rate, Aged 15-64, Males","ST","Level, rate or quantity series","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,16.11104,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,23.65937,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,23.81074,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,23.69385,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,23.09771,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,23.15185,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,23.42436,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,23.45423,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,23.40003,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,23.48677,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,23.54573,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,23.74452,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,23.50336,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,23.36988,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,23.41558,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,23.82618,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,23.76593,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,23.6386,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,23.74554,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,23.8227,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,23.55559,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,23.095,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,23.11278,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,23.28101,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,22.73941,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,22.7317,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,22.93247,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,23.47478,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,23.07223,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,22.88869,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,22.59831,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,22.69084,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,22.02789,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,21.80688,,
"AUS","Australia","LRIN64TT","Inactivity rate, Aged 15-64, All persons","ST","Level, rate or quantity series","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,21.87961,,
